abaza	value
ХърыхIара	Хъ-ры-[хIа]-ра\nперех.\nразинуть, разевать (рот, пасть) сверху\nАхlмад йшlагьи мачlкl й-а-хъ-и-ры-хlа-н акlьарахlва дапшуан. Нышв, 230. Ахмед смотрел на пистолет, слегка разинув рот.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3340
Хъсара	Хъ-[са]-ра\nперех.\nсрезать, отрезать, обрезать что-л.; укоротить, укорачивать что-л.\nАчвгьахачва сцри уагlа гlахъырсун (й-гlа-хъы-р-с-ун). Ньшв, 2. Разбойники уничтожали (срезали) мой народ. Асхъа тшыткl гlахъылсатl (й-гlа-хъы-л-са-тl). Атшы, 117. Она (ж.) отрезала кусок ткани. Аъахвтан хъылсатl (й-хъы-л-са-тl). АРС, 399. Она (ж.) укоротила платье.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3341
Хътшра (1)	Хъ-[тш]-ра\nнеперех.\nотломиться, отламываться сверху; отвернуться\nАчlахъва хътшытl (й-хъ-тшы-тl). Аб. Т. Хлеб отломился. Йхъамы хътшызтын (йхъ-тшы-зтын) дайсуаштl. Аб. Т. Если его (м.) шуба отвернулась (подвернулась), он будет ругаться.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3342
Хътшра (2)	Хъ-[тш]-ра\nперех.\nотломить, отламывать что-л.\nАчlахъва хъыйтшытl (й-хъы-й-тшы-тl). Аб. Т. Он (м.) отломил хлеб.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3343
ХътIы (1)	Хъ-[тIы]-\nлек. атр.\nоткрытый\nУатра хъ-тlы-кl йанйатl. Аб. Т. Они встретили открытый огород. Быжь хъ-тlы. АРС, 399. Гласный звук (открытый звук).\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3344
ХътIы (2)	Хъ-[тIы]-\nнеперех.\nбыть открытым\nНаташи йари йрызбжьаз й-хъ-тIы-та йгьырмайхIвтI. Джьандра, 128. Он (м.) не сказал им открыто (будучи открытым) то, что было между ним и Наташей.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3345
ХътIра	Хъ-[тI]-ра\nперех.\nоткрыть, открывать кого, что-л.\nАтаба йазсакъдзауата й-гIа-хъы-р-тIы-тI. Нышв, 215. Они осторожно открыли сковороду. Шзвындыкъвара чкIвынкI хъитIытI (й-хъ-и-тIы-тI). Нышв, 68. Он (м.) открыл маленький сундук.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3346
ХьтIтIара	Хь-[тIтIа]-ра\nнеперех.\nвылиться, выливаться через край (о густой массе)\nАхъкIы ацIыкв й-хъ-тIтI-ун. Аб. Т. Сметана выливалась через край кувшина.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3347
Хъхвхвара	Хъ-[хвхва]-ра\nнеперех.\nвыпереть, выпирать сверху чего-л.\nАцIла агвара йгIахъхвхвун (й-гIа-а-хъ-хвхв-ун). Аб. Т. Дерево выпирало сверху плетня.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3348
ХъхIва	Хъ-[хIва]-\nсуб.\nгребень, гребешок; расческа\nХъабыжь дъану хъ-хIва гIатумхын. АРС, 400. Там, где плешивый, не доставай гребешок.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3349
ХъхIвара	Хъ-[хIва]-ра\nперех.\nстащить, стаскивать кого, что-л. с кого, чего-н.\nАхъамы гIайхъырхIватI (й-гIа- й-хъы-р-хIва-тI). Аб. Т. Они с него (м.} стащили шубу. Наташа гвыргъьара дукI гIалхънахIвун (й-гIа-л-хъ-на-хIв-ун). Джьандра, 151. От Наташи исходила большая радость (оно -в, стаскивало от нее то -в.).\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3350
ХъхIвхIвара	Хъ-[хIвхIва]-ра\nперех.\nвзборонить, бороновать, боронить что-л.\nАчвагъварта хъырхIвхIватI (й-хъы-р-хIвхIва-тI). Аб. Т. Они взборонили пашню.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3351
Хъцра	Хъ-[ц]-ра\nнеперех.\nотбиться, отбиваться, отломиться, отламываться сверху\nАжвцрасыгIв ачIвгIва ласы й-хъ-ц-итI. АПА, 27. У бодливой коровы рог быстро отламывается.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3352
Хъцара	Хъ-[ца]-ра\nперех.\nперегнать, перегонять кого, что-л. (передвигающееся) через кого, что-н. \nАурышв революция дгIахънацатI (д-гIа-а-хъ-на-ца-тI). Нышв, 247. Русская революция перегнала его (ч.) через то (в.). ЙхыгIвхуз длыгажвын, сквш пщынгIважвакI й-р-хъ-и-ца-хьа-н. Нышв, 143. Третий был старик, ему было более восьмидесяти лет (он то через них уже прогнал). Акъанджьа хъца (й-а-хъ-ца) ацла. Ашахв, 62. Ты прогони ворона с дерева.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3353
Хъццра	Хъ-[цц]-ра\nнеперех.\nотбиться, отбиваться, выбиться, выбиваться во многих местах сверху\nАмшIы ачвагьи ахъццын (й-а-хъ-ццы-н) йщтIан. Аб. Т. Дерево лежало с выбитой во многих местах корой.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3354
ХъцIыжвра	Хъ-[цIыжв]-ра\nнеперех.\nотскочить, отскакивать сверху; отлететь, отлетать сверху\nАтоп хъцIыжвтI (й-хъ-цIыжв-тI). АРС, 400. Мяч отскочил. МшкIы й-хъ-цIыжвы-н йнакIашватI лыгажвкI йпахь бырг. А. тш., 58. Однажды то (в.) отлетело и упало прямо перед стариком.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3355
Хъчвара	Хъ-[чва]-ра\nперех.\nперелить, переливать что-л. через кого, что-н.\nАдзы пщырхIа агвара й-хъ-и-чва-тI. Аб, Т. Он (м.) перелил ведро воды через забор.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3356
ХъчIва	Хъ-[чIва]-\nлек. атр.\nобломанный, отломленный; обедневший\nАуи йпны баца хъ-чIва-кI гьуаурым. Аб. Т. У него (м.) не найдешь даже отломленной хворостины.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3357
ХъчIвара (1)	Хъ-[чIва]-ра\nнеперех.\nсломаться, ломаться сверху; погибнуть, погибать; разориться, разоряться\nАжв црасыгIв ачIвгIва ласы й-хъ-чIв-итI. АРС, 400. Рога бодливой коровы быстро ломается. Гвыгъа змам д-хъ-чIв-итI. Ч. М., Скыг, 49. У кого нет надежды, тот разоряется.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3358
ХъчIвара (2)	Хъ-[чIва]-ра\nперех.\nобломать, обламывать что-л. сверху; отломить, отламывать что-л. сверху\nАбаца хъимчIвауа (й-хъ-йы-м-чIва-уа) йгIанижьхтI. Аб. Т. Он (м.) оставил хворостину, не отломив ее.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3359
ХъчIвчIвара	Хъ-[чIвчIва]-ра\nперех.\nпереломить, переламывать что-л. во многих местах (сверху)\nАтутын деста хъичIвчIван (й-хъ-и-чIвчIва-н) аджьахашва йыквипсатI. Ком., 31.V.1986, 9. Он (м.), переломав пачку сигарет, бросил ее на пол.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3360
Хъша	Хъ-[ша]-\nсуб.\nпроисхождение\nБатарби а-чвгьа-хъ-ша дйыщтахьпшуа дгылан. Ком., 27.VII.1985, 6. Батарби стоял, глядя вслед плохому (человеку).\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3361a
Чвгьахъша	Чвгьа-хъ-[ша]-\nсуб.\nпроисхождение\nБатарби а-чвгьа-хъ-ша дйыщтахьпшуа дгылан. Ком., 27.1.1985, 6. Батарби стоял, глядя вслед плохому (человеку).\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3361b
Хъшара	Хъ-[ша]-ра\nнеперех.\nпроизойти, происходить от кого, чего-л.\nАуат д-гIа-р-хъ-ша-тI. Аб. Т. Он (ч.) произошел от них. ХIара аджычIв хIгIахъшатI (хI-гIа-а-хъ-ша-тI). Ладу, 92. Мы произошли от дуба.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3362
ХъшахъыцIра	Хъ-[ша]-хъы-цIра\nнеперех.\nпроизойти, происходить от кого, чего-л.\nАгвакъвпра гIазхъшахъыцIыз (й-гIа-з-хъ-ша-хъы-цIы-з) швара швакIвпI. Нышв, 172. Вы есть те, от которых происходит несчастье.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3363
Хъыббра	Хъы-[бб]-ра\nнеперех.\nразнестись, разноситься над чем-л. (о дыме, о пыли)\nАурам асаба ахъыббитI (й-а-хъы-бб-итI). Аб. Т. Над улицей разносится пыль.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3364
Хъыгъьгъьара	Хъы-[гъьгъьа]-ра\nперех.\nсоскоблить, соскабливать что-л. е чего-н.\nАтаба хъылгъьгъьун (й-хъы-л-гъьгъь-ун). Аб. Т. Она (ж.) соскабливала со сковороды (грязь).\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3365
ХъыгIвгIвра	Хъы-[гIвгIв]-ра\nнеперех.\nвысыпаться сверху (через край)\nАнартыхв апщырхIа й-а-хъы-гIвгIв-уан. Аб. Т. Кукуруза высыпалась через край ведра.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3366
Хъыжжра	Хъы-[жж]-ра\nнеперех.\nперелиться, переливаться сверху, через край\nАхш апщырхIа й-хъы-жж-уан, Аб. Т. Молоко переливалось через край ведра. Адзцыра хышвашвадза сымачв й-гIа-хъы-жжы-тI. Нышв, 98. Холодная капля воды перелилась через мой палец.\nПРЕВЕРБ хъ(ы)+КОРНИ\nКлычев, с. page\n3367
